"record_id","name","ensembl","biomarker_type","biomarker_direction","biomaker_name"
"BiomarkerKG-1494023734","ER","ENSG00000091831","protein expression","negative/positive","ER protein expression negative/positive"
"BiomarkerKG-1494023734","PGR","ENSG00000082175","protein expression","negative/positive","PGR protein expression negative/positive"
"BiomarkerKG1251372237","ERBB2","ENSG00000141736","protein expression & amplification","Positive","ERBB2 protein expression & amplification Positive"
"BiomarkerKG-153611909","ESR1","ENSG00000091831","mutation","Positve","ESR1 mutation Positve"
"BiomarkerKG-153611909","ERBB2","ENSG00000141736","protein expression","negative","ERBB2 protein expression negative"
"BiomarkerKG-153611909","PGR","ENSG00000082175","protein expression","positive","PGR protein expression positive"
"BiomarkerKG351003137","ERBB2","ENSG00000141736","protein expression","Negative","ERBB2 protein expression Negative"
"BiomarkerKG-1579678160","ERBB2","ENSG00000141736","protein expression","Negative","ERBB2 protein expression Negative"
"BiomarkerKG-1579678160","ESR1","ENSG00000091831","protein expression","Positive","ESR1 protein expression Positive"
"BiomarkerKG118603023","ERBB2","ENSG00000141736","protein expression & amplification","Positive","ERBB2 protein expression & amplification Positive"
"BiomarkerKG118603023","ESR1","ENSG00000091831","protein expression","positive","ESR1 protein expression positive"
"BiomarkerKG118603023","PGR","ENSG00000082175","protein expression","positive","PGR protein expression positive"
"BiomarkerKG118603023","PDl1","ENSG00000120217","protein expression","positve","PDl1 protein expression positve"
"BiomarkerKG1189074014","ERBB2","ENSG00000141736","protein expression","Negative","ERBB2 protein expression Negative"
"BiomarkerKG-388096993","ERBB2","ENSG00000141736","protein expression & amplification","Positive","ERBB2 protein expression & amplification Positive"
"BiomarkerKG-388096993","ESR1","ENSG00000091831","protein expression","negativie/positive","ESR1 protein expression negativie/positive"
"BiomarkerKG-388096993","PR","ENSG00000134551","protein expression","negative/positive","PR protein expression negative/positive"
"BiomarkerKG1874182044","ERBB2","ENSG00000141736","protein expression & amplification","Positve","ERBB2 protein expression & amplification Positve"
"BiomarkerKG-1495583654",NA,"ENSG00000183023",NA,NA,"NA NA NA"
"BiomarkerKG2087957969","ERBB2","ENSG00000141736","protein expression","Negative","ERBB2 protein expression Negative"
"BiomarkerKG2087957969","ESR1","ENSG00000091831","protein expression","positive","ESR1 protein expression positive"
"BiomarkerKG2087957969","PGR","ENSG00000082175","protein expression","negative/positive","PGR protein expression negative/positive"
"BiomarkerKG1644765431","ERBB2","ENSG00000141736","protein expression","negative","ERBB2 protein expression negative"
"BiomarkerKG1644765431","ESR1","ENSG00000091831","protein expression","negative","ESR1 protein expression negative"
"BiomarkerKG1644765431","PGR","ENSG00000082175","protein expression","negative","PGR protein expression negative"
"BiomarkerKG-262451806","ESR1","ENSG00000091831","protein expression","Positive","ESR1 protein expression Positive"
"BiomarkerKG-262451806","ERBB2","ENSG00000141736","protein expression/protein expression & amplification","Positive","ERBB2 protein expression/protein expression & amplification Positive"
"BiomarkerKG-1083648118","ERBB2","ENSG00000141736","protein expression","Negative","ERBB2 protein expression Negative"
"BiomarkerKG-1083648118","ESR1","ENSG00000091831","protein expression","negative/positive","ESR1 protein expression negative/positive"
"BiomarkerKG-1083648118","PGR","ENSG00000082175","protein expression","negative/positive","PGR protein expression negative/positive"
"BiomarkerKG-225817822","ERBB2","ENSG00000141736","protein expression","Negative","ERBB2 protein expression Negative"
"BiomarkerKG-225817822","PGR","ENSG00000082175","protein expression","positive","PGR protein expression positive"
"BiomarkerKG-225817822","ESR1","ENSG00000091831","protein expression","positive","ESR1 protein expression positive"
"BiomarkerKG-2009160467","ERBB2","ENSG00000141736","protein expression","Negative","ERBB2 protein expression Negative"
"BiomarkerKG-2009160467","ESR1","ENSG00000091831","protein expression","negative","ESR1 protein expression negative"
"BiomarkerKG-2009160467","PGR","ENSG00000082175","protein expression","negative","PGR protein expression negative"
"BiomarkerKG-2103591184",NA,"ENSG00000183023",NA,NA,"NA NA NA"
"BiomarkerKG-1723002468","ERBB2","ENSG00000141736","protein expression","Negative","ERBB2 protein expression Negative"
"BiomarkerKG-1723002468","ESR1","ENSG00000091831","protein expression","positive","ESR1 protein expression positive"
"BiomarkerKG-1723002468","PGR","ENSG00000082175","protein expression","positive","PGR protein expression positive"
"BiomarkerKG-604627963","ERBB2","ENSG00000141736","protein expression","Negative","ERBB2 protein expression Negative"
"BiomarkerKG-604627963","ESR1","ENSG00000091831","protein expression","Positive","ESR1 protein expression Positive"
"BiomarkerKG-604627963","PGR","ENSG00000082175","protein expression","negative/positive","PGR protein expression negative/positive"
"BiomarkerKG-1030601521","ERBB2","ENSG00000141736","protein expression","Negative","ERBB2 protein expression Negative"
"BiomarkerKG-1030601521","ESR1","ENSG00000091831","protein expression","negative/positive","ESR1 protein expression negative/positive"
"BiomarkerKG138689674","ERBB2","ENSG00000141736","protein expression & amplification","Positive","ERBB2 protein expression & amplification Positive"
"BiomarkerKG138689674","ESR1","ENSG00000091831","protein expression","negative/positive","ESR1 protein expression negative/positive"
"BiomarkerKG138689674","PGR","ENSG00000082175","protein expression","negative/positive","PGR protein expression negative/positive"
"BiomarkerKG397892956","ERBB2","ENSG00000141736","protein expression","Negative","ERBB2 protein expression Negative"
"BiomarkerKG397892956","ESR1","ENSG00000091831","protein expression","negative","ESR1 protein expression negative"
"BiomarkerKG397892956","PGR","ENSG00000082175","protein expression","negative","PGR protein expression negative"
"BiomarkerKG721208190","ERBB2","ENSG00000141736","protein expression","Negative","ERBB2 protein expression Negative"
"BiomarkerKG721208190","ESR1","ENSG00000091831","protein expression","positive","ESR1 protein expression positive"
"BiomarkerKG721208190","PGR","ENSG00000082175","protein expression","positive","PGR protein expression positive"
"BiomarkerKG1288315268","ERBB2","ENSG00000141736","Protein expression","Negative","ERBB2 Protein expression Negative"
"BiomarkerKG1288315268","ESR1","ENSG00000091831","protein expression","negative","ESR1 protein expression negative"
"BiomarkerKG1288315268","PGR","ENSG00000082175","protein expression","negative","PGR protein expression negative"
"BiomarkerKG-2056951534","ERBB2","ENSG00000141736","Protein expression&amplification","Positive","ERBB2 Protein expression&amplification Positive"
"BiomarkerKG-2056951534","ESR1","ENSG00000091831","protein expression","Positive","ESR1 protein expression Positive"
"BiomarkerKG-2056951534","PGR","ENSG00000082175","protein expression","Positive","PGR protein expression Positive"
"BiomarkerKG-1897970195","ERBB2","ENSG00000141736","protein expression","Negative","ERBB2 protein expression Negative"
"BiomarkerKG-1897970195","ESR1","ENSG00000091831","protein expression","Positive","ESR1 protein expression Positive"
"BiomarkerKG996483862","BRCA1","ENSG00000012048","mutation","Positive","BRCA1 mutation Positive"
"BiomarkerKG996483862","BRCA2","ENSG00000139618","mutation","Positive","BRCA2 mutation Positive"
"BiomarkerKG996483862","ERBB2","ENSG00000141736","protein expression&amplification","Positive","ERBB2 protein expression&amplification Positive"
"BiomarkerKG-1884678499","ERBB2","ENSG00000141736","Protein expression","Negative","ERBB2 Protein expression Negative"
"BiomarkerKG-1884678499","ESR1","ENSG00000091831","protein expression","Positive","ESR1 protein expression Positive"
"BiomarkerKG-1884678499","PGR","ENSG00000082175","protein expression","Positive","PGR protein expression Positive"
"BiomarkerKG1863117410","ESR1","ENSG00000091831","protein expression","Positive","ESR1 protein expression Positive"
"BiomarkerKG1863117410","PGR","ENSG00000082175","protein expression","Positive","PGR protein expression Positive"
"BiomarkerKG907159947",NA,"ENSG00000183023",NA,NA,"NA NA NA"
"BiomarkerKG289580844","ERBB2","ENSG00000141736","Protein expression","Positive","ERBB2 Protein expression Positive"
"BiomarkerKG1360761977","ERBB2","ENSG00000141736","Protein expression","negative","ERBB2 Protein expression negative"
"BiomarkerKG1360761977","ESR1","ENSG00000091831","protein expression","positive","ESR1 protein expression positive"
"BiomarkerKG1586324685","BRCA1","ENSG00000012048","Mutation","Positive","BRCA1 Mutation Positive"
"BiomarkerKG1586324685","BRCA2","ENSG00000139618","mutation","positive","BRCA2 mutation positive"
"BiomarkerKG1586324685","ERBB2","ENSG00000141736","protein expression","negative","ERBB2 protein expression negative"
"BiomarkerKG1586324685","ESR1","ENSG00000091831","protein expression","negative","ESR1 protein expression negative"
"BiomarkerKG1586324685","PGR","ENSG00000082175","protein expression","negative","PGR protein expression negative"
"BiomarkerKG-1645794555","ERBB2","ENSG00000141736","Protein expression","Negative","ERBB2 Protein expression Negative"
"BiomarkerKG-1645794555","ESR1","ENSG00000091831","protein expression","negative","ESR1 protein expression negative"
"BiomarkerKG-1645794555","PGR","ENSG00000082175","protein expression","negative","PGR protein expression negative"
"BiomarkerKG-1304175737","ESR1","ENSG00000091831","Protein expression","Positive","ESR1 Protein expression Positive"
"BiomarkerKG-1304175737","PGR","ENSG00000082175","protein expression","Positive","PGR protein expression Positive"
"BiomarkerKG-1019298398","ERBB2","ENSG00000141736","Protein expression","Negative","ERBB2 Protein expression Negative"
"BiomarkerKG-1019298398","ESR1","ENSG00000091831","protein expression","negative","ESR1 protein expression negative"
"BiomarkerKG-1019298398","PGR","ENSG00000082175","protein expression","negative","PGR protein expression negative"
"BiomarkerKG-1019298398","PDL1","ENSG00000120217","protein expression","positive","PDL1 protein expression positive"
"BiomarkerKG67951044","ERBB2","ENSG00000141736","Protein expression","Negative","ERBB2 Protein expression Negative"
"BiomarkerKG67951044","ESR1","ENSG00000091831","protein expression","negative","ESR1 protein expression negative"
"BiomarkerKG67951044","PGR","ENSG00000082175","protein expression","negative","PGR protein expression negative"
"BiomarkerKG1857107666","ERBB2","ENSG00000141736","Protein expression","Negative","ERBB2 Protein expression Negative"
"BiomarkerKG1857107666","ESR1","ENSG00000091831","protein expression","negative","ESR1 protein expression negative"
"BiomarkerKG1857107666","PGR","ENSG00000082175","protein expression","negative","PGR protein expression negative"
"BiomarkerKG735236579","ERBB2","ENSG00000141736","Protein expression","Negative","ERBB2 Protein expression Negative"
"BiomarkerKG735236579","ESR1","ENSG00000091831","protein expression","negative","ESR1 protein expression negative"
"BiomarkerKG735236579","PGR","ENSG00000082175","protein expression","negative","PGR protein expression negative"
"BiomarkerKG-800369839","ERBB2","ENSG00000141736","Protein expression","Negative","ERBB2 Protein expression Negative"
"BiomarkerKG-800369839","ESR1","ENSG00000091831","protein expression","negative","ESR1 protein expression negative"
"BiomarkerKG-800369839","PGR","ENSG00000082175","protein expression","negative","PGR protein expression negative"
"BiomarkerKG-835107575","ERBB2","ENSG00000141736","protein expression","Negative","ERBB2 protein expression Negative"
"BiomarkerKG-835107575","ESR1","ENSG00000091831","protein expression","Positive","ESR1 protein expression Positive"
"BiomarkerKG-1189924932","ERBB2","ENSG00000141736","protein expression","Negative","ERBB2 protein expression Negative"
"BiomarkerKG-1189924932","APOBEC3B","ENSG00000179750","mutation","Positive","APOBEC3B mutation Positive"
"BiomarkerKG-1189924932","ER","ENSG00000091831","protein expression","negative/positive","ER protein expression negative/positive"
"BiomarkerKG-1632658776","ERBB2","ENSG00000141736","Protein expression","Negative","ERBB2 Protein expression Negative"
"BiomarkerKG-1632658776","ESR1","ENSG00000091831","protein expression","negative","ESR1 protein expression negative"
"BiomarkerKG-1632658776","PGR","ENSG00000082175","protein expression","negative","PGR protein expression negative"
"BiomarkerKG358990573","ERBB2","ENSG00000141736","protein expression&amplification/protein expression","Positive","ERBB2 protein expression&amplification/protein expression Positive"
"BiomarkerKG358990573","ESR1","ENSG00000091831","protein expression","negative/positive","ESR1 protein expression negative/positive"
"BiomarkerKG358990573","PGR","ENSG00000082175","protein expression","negative/positive","PGR protein expression negative/positive"
"BiomarkerKG-1876496357","ERBB2","ENSG00000141736","protein expression&amplification/protein expression","Positive","ERBB2 protein expression&amplification/protein expression Positive"
"BiomarkerKG-33556113","ERBB2","ENSG00000141736","protein expression&amplification/protein expression","Positive","ERBB2 protein expression&amplification/protein expression Positive"
"BiomarkerKG-33556113","ESR1","ENSG00000091831","protein expression","negative/positive","ESR1 protein expression negative/positive"
"BiomarkerKG-599028211","ERBB2","ENSG00000141736","Protein expression","Positive","ERBB2 Protein expression Positive"
"BiomarkerKG-599028211","ESR1","ENSG00000091831","protein expression","negative/positive","ESR1 protein expression negative/positive"
"BiomarkerKG-599028211","PGR","ENSG00000082175","protein expression","negative/positive","PGR protein expression negative/positive"
"BiomarkerKG1688452319","ERBB2","ENSG00000141736","Protein expression","Negative","ERBB2 Protein expression Negative"
"BiomarkerKG1688452319","ESR1","ENSG00000091831","protein expression","negative","ESR1 protein expression negative"
"BiomarkerKG1688452319","PGR","ENSG00000082175","protein expression","negative","PGR protein expression negative"
"BiomarkerKG1378145659",NA,"ENSG00000183023",NA,NA,"NA NA NA"
"BiomarkerKG-453264115","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-453264115","ESR1","ENSG00000091831","Protein expression","Negative","ESR1 Protein expression Negative"
"BiomarkerKG-453264115","PGR","ENSG00000082175","Protein expression","Negative","PGR Protein expression Negative"
"BiomarkerKG-453264115","BRCA1","ENSG00000012048","Mutation","Positive","BRCA1 Mutation Positive"
"BiomarkerKG-453264115","BRCA2","ENSG00000139618","Mutation","Positive","BRCA2 Mutation Positive"
"BiomarkerKG-1503610555","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1503610555","ERS1","NA","Protein expression","Negative","ERS1 Protein expression Negative"
"BiomarkerKG-1503610555","PGR","ENSG00000082175","Protein expression","Negative","PGR Protein expression Negative"
"BiomarkerKG179888471","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG179888471","ERS1","NA","Protein expression","Positive","ERS1 Protein expression Positive"
"BiomarkerKG179888471","Ki67","ENSG00000148773","Protein expression","Negative/Positive","Ki67 Protein expression Negative/Positive"
